6.8177 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
7.9554 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([0., 0., 0.]), colorSpace='rgb', fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0EFDD970>, gamma=None, kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x1C7E0B70>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stereo=False, units='norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
7.9555 	EXP 	window1: recordFrameIntervals = False
8.1217 	EXP 	window1: recordFrameIntervals = True
8.3050 	WARNING 	t of last frame was 33.41ms (=1/29)
8.3550 	WARNING 	t of last frame was 33.47ms (=1/29)
8.5220 	EXP 	window1: recordFrameIntervals = False
8.6323 	EXP 	Created instruction = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='instruction', opacity=1.0, ori=0, pos=array([0. , 0.8]), rgb=array([255., 255., 255.]), text='指导语：\n现在你想要连接wifi', units='norm', win=Window(...), wrapWidth=1)
8.6364 	EXP 	Created background = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='background', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1., 1.]), texRes=128, units='norm', win=Window(...))
8.6395 	EXP 	Created toast = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, image=str(...), interpolate=True, mask=None, maskParams=None, name='toast', opacity=1.0, ori=0.0, pos=array([ 0. , -0.3]), size=array([0.5, 0.2]), texRes=128, units='norm', win=Window(...))
8.6603 	EXP 	Imported ..\..\收集箱\toast study\conditions.xlsx as conditions, 4 conditions, 2 params
8.6608 	EXP 	Created sequence: random, trialTypes=4, nReps=5, seed=None
8.6613 	EXP 	New trial (rep=0, index=0): OrderedDict([('conditions', 4), ('image_file', 'D:\\收集箱\\图片\\三体\\三体2.png')])
